Average Market Capitalization of listed companies during the six months ended 30 June 2020,,,,,,,,,,
Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
4266,"BHAGWATI OXYGEN LTD.,",INE026I01010,BHAGWOX,1.97,,,,, 1.97 ,Small Cap
4267,AUTORIDERS INTERNATIONAL LTD,INE340U01010,AUTOINT,1.97,,,,, 1.97 ,Small Cap
4268,NOESIS INDUSTRIES LIMITED,INE141B01020,NOESISIND,1.97,,,,, 1.97 ,Small Cap
4269,ORGANIC COATINGS LTD.,INE412E01011,ORGCOAT,1.97,,,,, 1.97 ,Small Cap
4270,I.C.S.A. (INDIA) LTD.,INE306B01029,ICSA,2.78,ICSA, 1.15 ,,, 1.97 ,Small Cap
4271,"TPI INDIA LTD.,",INE578C01021,TPINDIA,1.96,,,,, 1.96 ,Small Cap
4272,KCL INFRA PROJECTS LIMITED,INE469F01026,KCLINFRA,1.95,,,KCLINFRA,1.95, 1.95 ,Small Cap
4273,EAST BUILDTECH LIMITED,INE706N01017,EASTBUILD,1.94,,,,, 1.94 ,Small Cap
4274,LONGVIEW TEA COMPANY LTD.,INE696E01019,LONTE,1.94,,,,, 1.94 ,Small Cap
4275,RAJASTHAN GASES LTD.,INE184D01018,RAJGASES,1.94,,,,, 1.94 ,Small Cap
4276,MAHAAN IMPEX LIMITED,INE277T01016,MAHAANIMP,1.94,,,,, 1.94 ,Small Cap
4277,"KOVALAM INV. & TRADING CO.LTD.,",INE735U01011,ZKOVALIN,1.93,,,,, 1.93 ,Small Cap
4278,PAN ELECTRONICS INDIA LTD.,INE648E01010,PANELEC,1.93,,,,, 1.93 ,Small Cap
4279,MPDL LIMITED,INE493H01014,MPDL,1.93,,,,, 1.93 ,Small Cap
4280,ARC FINANCE LIMITED,INE202R01018,ARCFIN,1.93,,,,, 1.93 ,Small Cap
4281,EURO CEREMICS LTD,INE649H01011,EUROCERA,2.15,EUROCERA, 1.71 ,,, 1.93 ,Small Cap
4282,JIK INDUSTRIES LTD,INE026B01049,JIKIND,1.77,JIKIND, 2.08 ,,, 1.93 ,Small Cap
4283,FGP LTD,INE512A01016,FGP,1.92,,,,, 1.92 ,Small Cap
4284,MAFATLAL FINANCE CO. LTD.,INE965B01014,MAFATLAFIN,1.92,,,,, 1.92 ,Small Cap
4285,UNITED LEASING & INDUSTRIES LTD,INE357P01014,UNTTEMI,1.92,,,,, 1.92 ,Small Cap
4286,OSWAL YARNS LTD.,INE670H01017,OSWAYRN,1.92,,,,, 1.92 ,Small Cap
4287,KMF BUILDERS & DEVELOPERS LTD.,INE580H01026,KMFBLDR,1.92,,,,, 1.92 ,Small Cap
4288,BGIL FILMS & TECHNOLOGIES LTD,INE443D01018,BGIL,1.90,,,,, 1.90 ,Small Cap
4289,"JAI MATA GLASS LTD.,",INE250C01027,JAIMATAG,1.90,,,,, 1.90 ,Small Cap
4290,DESH RAKSHAK AUSHDHALAYA LTD.,INE971E01016,DESHRAK,1.90,,,,, 1.90 ,Small Cap
4291,ACHAL INVESTMENTS LIMITED,INE860P01025,ACHAL,1.90,,,,, 1.90 ,Small Cap
4292,ARYAN SHARE & STOCK BROKERS LTD.,INE016X01010,ARYAN,1.90,,,,, 1.90 ,Small Cap
4293,INERTIA STEEL LIMITED,INE767M01011,INERTIAST,1.89,,,,, 1.89 ,Small Cap
4294,ARCEE INDUSRTRIES LTD.,INE276D01012,ARCEEIN,1.89,,,,, 1.89 ,Small Cap
4295,"KAKATIYA TEXTILES LTD.,",INE092E01011,KAKTEX,1.89,,,,, 1.89 ,Small Cap
4296,BRILLIANT PORTFOLIOS LTD.,INE661F01010,BRIPORT,1.89,,,,, 1.89 ,Small Cap
4297,P R HOLDINGS LIMITED,INE160T01014,,,,,PRHOLDING, 1.89 , 1.89 ,Small Cap
4298,CONTIL INDIA LIMITED,INE080G01011,CONTILI,1.88,,,,, 1.88 ,Small Cap
4299,INDO COTSPIN LIMITED,INE407P01017,ICL,1.88,,,,, 1.88 ,Small Cap
4300,FRONTLINE BUSINESS SOLUTIONS LTD.,INE485D01035,FRONTBUSS,1.87,,,,, 1.87 ,Small Cap
4301,NU-TECH CORPORATE SERVICES LTD.,INE041C01012,NUTECH,1.87,,,,, 1.87 ,Small Cap
4302,PROMACT IMPEX LIMITED,INE818D01011,PROMACT,1.87,,,,, 1.87 ,Small Cap
4303,SUPER BAKERS (INDIA) LTD.,INE897A01011,SUPERBAK,1.87,,,,, 1.87 ,Small Cap
4304,SHAMROCK INDUSTRIAL CO. LTD.,INE022F01015,SHAMROIN,1.87,,,,, 1.87 ,Small Cap
4305,SHREE PRECOATED STEELS LIMITED,INE318K01025,SPSL,1.87,,,,, 1.87 ,Small Cap
4306,SARDA PROTEINS LTD,INE995U01011,SRDAPRT,1.86,,,,, 1.86 ,Small Cap
4307,HI-KLASS TRADING AND INVESTMENT LIMITED,INE302R01016,HIKLASS,1.86,,,,, 1.86 ,Small Cap
4308,RKB AGRO INDUSTRIES LIMITED,INE740A01013,RKB,1.85,,,,, 1.85 ,Small Cap
4309,COMFORT COMMOTRADE LIMITED,INE456N01019,COMCL,1.85,,,,, 1.85 ,Small Cap
4310,TARA JEWELS LIMITED,INE799L01016,TARAJEWELS,1.85,,,,, 1.85 ,Small Cap
4311,GOLDCOIN HEALTH FOODS LIMITED,INE634J01019,GOLDCOINHF,1.85,,,,, 1.85 ,Small Cap
4312,"STANDARD BATTERIES LTD.,",INE502C01039,STDBAT,1.84,,,,, 1.84 ,Small Cap
4313,MEGLON INFRA-REAL (INDIA) LTD.,INE218B01018,MEGLON,1.84,,,,, 1.84 ,Small Cap
4314,TENTIWALA METAL PRODUCTS LIMITED,INE486P01011,TENTIMETAL,1.84,,,,, 1.84 ,Small Cap
4315,BIRDHI CHAND PANNALAL AGENCIES LIMITED,INE795P01023,BCPAL,1.84,,,,, 1.84 ,Small Cap
4316,MUDRA FINANCIAL SERVICES LTD.,INE967S01014,MUDRA,1.84,,,,, 1.84 ,Small Cap
4317,EASTERN SUGAR & INDUSTRIES LTD.,INE889B01016,EASTSUGIND,1.83,,,,, 1.83 ,Small Cap
4318,FILTRON ENGINEERS LTD.,INE589N01017,FILTRON,1.83,,,,, 1.83 ,Small Cap
4319,SPARC SYSTEMS LTD.,INE960B01015,SPARCSYS,1.83,,,,, 1.83 ,Small Cap
4320,"GUPTA SYNTHETICS LTD.,",INE957D01017,GUPTSYN,1.82,,,,, 1.82 ,Small Cap
4321,KIRAN PRINT-PACK LTD.,INE516D01011,KIRANPR,1.82,,,,, 1.82 ,Small Cap
4322,MINOLTA FINANCE LTD.,INE514C01018,MINOLTAF,1.82,,,,, 1.82 ,Small Cap
4323,CURA TECHNOLOGIES LIMITED,INE117B01012,CURATECH,2.06,CURATECH, 1.57 ,,, 1.82 ,Small Cap
4324,"VEGEPRO FOODS & FEEDS LTD.,",INE155O01015,VGPRFOO,1.81,,,,, 1.81 ,Small Cap
4325,SER INDUSTRIES LTD,INE358F01013,SERIND,1.80,,,,, 1.80 ,Small Cap
4326,AVIVA INDUSTRIES LIMITED,INE461H01011,AVIVA,1.80,,,,, 1.80 ,Small Cap
4327,RLF LTD.,INE629C01014,RLF,1.80,,,,, 1.80 ,Small Cap
4328,SHAH FOODS LTD,INE455D01012,SHAHFOOD,1.80,,,,, 1.80 ,Small Cap
4329,"SHIVA SUITINGS LTD.,",INE02Z901011,SHVSUIT,1.80,,,,, 1.80 ,Small Cap
4330,TRANS ASIA CORPORATION LTD,INE321C01018,TRANSASIA,1.80,,,,, 1.80 ,Small Cap
4331,ARUNJYOTI BIO VENTURES LIMITED ,INE485K01014,ABVL,1.80,,,,, 1.80 ,Small Cap
4332,SYSTEMATIX SECURITIES LTD.,INE07P301011,SYTIXSE,1.80,,,,, 1.80 ,Small Cap
4333,AAR SHYAM INDIA INVESTMENT COMPANY LIMITED,INE512R01010,AARSHYAM,1.80,,,,, 1.80 ,Small Cap
4334,SALEM ERODE INVESTMENTS LTD.,INE894E01028,SALEM,1.79,,,,, 1.79 ,Small Cap
4335,"INDIAN BRIGHT STEEL CO. LTD.,",INE566M01017,IBRIGST,1.78,,,,, 1.78 ,Small Cap
4336,HEERA ISPAT LTD.,INE025D01013,HEERAISP,1.76,,,,, 1.76 ,Small Cap
4337,BLUEBLOOD VENTURES LIMITED,INE562S01013,BVL,1.76,,,,, 1.76 ,Small Cap
4338,NMS RESOURCES GLOBAL LIMITED,INE169F01014,NMSRESRC,1.76,,,NMSRESRC,1.76, 1.76 ,Small Cap
4339,GI ENGINEERING SOLUTIONS LIMITED,INE065J01016,GISOLUTION,1.77,GISOLUTION, 1.75 ,,, 1.76 ,Small Cap
4340,W W TECHNOLOGY HOLDINGS LTD.,INE972M01017,WWTECHHOL,1.75,,,,, 1.75 ,Small Cap
4341,KIRAN SYNTEX LTD.,INE293D01017,KIRANSY-B,1.75,,,,, 1.75 ,Small Cap
4342,RAP MEDIA LTD.,INE483D01014,RAP,1.75,,,,, 1.75 ,Small Cap
4343,SMS TECHSOFT (INDIA) LIMITED,INE648B01024,SMSTECH,1.75,,,,, 1.75 ,Small Cap
4344,SATYA MINERS & TRANSPORTERS LIMITED,INE394F01018,SATYA,1.75,,,,, 1.75 ,Small Cap
4345,KALPA COMMERCIAL LIMITED,INE059Q01014,KALPACOMME,1.75,,,,, 1.75 ,Small Cap
4346,ROCKON ENTERPRISES LIMITED,INE644B01049,ROCKONENT,1.74,,,,, 1.74 ,Small Cap
4347,TWINSTAR INDUSTRIES LIMITED,INE070B01013,TWINSTAR,1.74,,,,, 1.74 ,Small Cap
4348,EXPLICIT FINANCE LIMITED,INE335G01019,EXPLICITFIN,1.73,,,,, 1.73 ,Small Cap
4349,CARNATION INDUSTRIES LTD.,INE081B01010,CARNATIN,1.73,,,,, 1.73 ,Small Cap
4350,FIVE CORE EXIM LIMITED,INE600D01021,FIVECORE,1.73,,,,, 1.73 ,Small Cap
4351,LEAD FINANCIAL SERVICES  LTD,INE531D01010,LEADFIN,1.73,,,,, 1.73 ,Small Cap
4352,TRIUMPH INTERNATIONAL FINANCE INDIA,INE382B01012,TRIUMPIN,1.73,,,,, 1.73 ,Small Cap
4353,GUJARAT MEDITECH LTD.,INE010M01016,GUJMEDI,1.72,,,,, 1.72 ,Small Cap
4354,SCAN ORGANICS LTD.,NA          ,SCANORG,1.72,,,,, 1.72 ,Small Cap
4355,IEC EDUCATION LIMITED,INE172B01017,IECEDU,1.72,,,,, 1.72 ,Small Cap
4356,SHREE KRISHNA INFRASTRUCTURE LIMITED,INE951Z01013,SKIFL,1.72,,,,, 1.72 ,Small Cap
4357,ANAND PROJECTS LTD,INE134R01013,ANANDPROJ,1.71,,,,, 1.71 ,Small Cap
4358,EXCEL CASTRONICS LIMITED,INE501O01036,EXCAST,1.71,,,,, 1.71 ,Small Cap
4359,OMANSH ENTERPRISES LIMITED,INE378P01028,OMANSH,1.71,,,,, 1.71 ,Small Cap
4360,GUJARAT CARBON & IND. LTD.,INE462C01010,GUJCARB,1.70,,,,, 1.70 ,Small Cap
4361,I POWER SOLUTIONS INDIA LTD.,INE468F01010,iPOWER,1.70,,,,, 1.70 ,Small Cap
4362,ARNAV CORPORATION LIMITED,INE647D01014,ARNAVCORP,1.70,,,,, 1.70 ,Small Cap
4363,BMB MUSIC & MAGNETICS LTD.,INE644K01016,BMBMUMG,1.69,,,,, 1.69 ,Small Cap
4364,SREE CHEM RESINS LTD,INE377C01010,SRECR,1.68,,,,, 1.68 ,Small Cap
4365,TELEPHONE CABLES LTD,INE745C01018,TELECABL,1.68,,,,, 1.68 ,Small Cap
4366,TRIMURTHI LIMITED,INE314I01036,TRIMURTHI,1.68,,,,, 1.68 ,Small Cap
4367,UNIVERSAL PRIME ALUMINIUM LTD,INE621D01019,UNIVPRIM,1.67,,,,, 1.67 ,Small Cap
4368,NIDHI GRANITES LIMITED,INE276H01013,NIDHGRN,1.67,,,,, 1.67 ,Small Cap
4369,SRI CHAKRA CEMENT LIMITED,INE827D01020,SRICC,1.67,,,,, 1.67 ,Small Cap
4370,WELLNESS NONI LIMITED,INE571H01017,WELLNESS,1.67,,,,, 1.67 ,Small Cap
4371,"SUPER SYNCOTEX (INDIA) LTD.,",INE542D01017,SUPERSYN,1.66,,,,, 1.66 ,Small Cap
4372,V.B.DESAI FINANCIAL SERVICES LTD,INE848D01018,VBDESAI,1.66,,,,, 1.66 ,Small Cap
4373,ASIAN PETROPRODUCTS & EXPORTS LTD.,INE810M01019,ASINPET,1.66,,,,, 1.66 ,Small Cap
4374,ADVANCE MULTITECH LTD.,INE875S01019,ADVMULT,1.66,,,,, 1.66 ,Small Cap
4375,SUNGOLD CAPITAL LTD.,INE271D01013,SUNGOLD,1.66,,,,, 1.66 ,Small Cap
4376,PINCON LIFESTYLE LIMITED,INE115R01012,PINCONLIFE,1.66,,,,, 1.66 ,Small Cap
4377,VISU INTERNATIONAL LTD.,INE965A01016,VISUINTL,1.66,,,,, 1.66 ,Small Cap
4378,SOFTBPO GLOBAL SERVICES LTD.,INE459E01012,SOFTBPO,1.65,,,,, 1.65 ,Small Cap
4379,"LYNX MACHINERY & COMMERCIALS LTD.,",INE732D01014,LYNMC,1.65,,,,, 1.65 ,Small Cap
4380,JRI INDUSTRIES & INFRASTRUCTURE LIMITED,INE022M01029,JRIIIL,1.65,,,,, 1.65 ,Small Cap
4381,INDO-CITY INFOTECH LTD.,INE456B01014,INDOCITY,1.65,,,,, 1.65 ,Small Cap
4382,WARNER MULTIMEDIA LTD.,INE407B01017,WARNER,1.64,,,,, 1.64 ,Small Cap
4383,R.T.EXPORTS LTD.,INE581D01015,RTEXPO,1.64,,,,, 1.64 ,Small Cap
4384,NICCO-UCO ALLIANCE CREDIT LTD.,INE917B01023,NICCOUCO,1.64,,,,, 1.64 ,Small Cap
4385,ASHNISHA INDUSTRIES LIMITED,INE694W01016,ASHNI,1.64,,,,, 1.64 ,Small Cap
4386,SANGHI CORPORATE SERVICES LTD.,INE998M01012,SANGHCO,1.63,,,,, 1.63 ,Small Cap
4387,SYBLY INDUSTRIES LTD.,INE080D01042,SYBLY,1.63,,,,, 1.63 ,Small Cap
4388,VAX HOUSING FINANCE CORPORATION LTD,INE761B01017,VAXHS,1.63,,,,, 1.63 ,Small Cap
4389,AMSONS APPARELS LIMITED,INE812P01018,AMSONS,1.63,,,,, 1.63 ,Small Cap
4390,ADITRI INDUSTRIES LIMITED,INE636N01016,ADITRI,1.62,,,ADITRI,1.62, 1.62 ,Small Cap
4391,BANAS FINANCE LIMITED,INE521L01030,BANASFN,1.62,,,,, 1.62 ,Small Cap
4392,SAGAR SYSTECH LTD.,INE771Z01015,SAGARSYST,1.62,,,,, 1.62 ,Small Cap
4393,SIP INDUSTRIES LTD,INE186B01017,SIPIND,1.62,,,,, 1.62 ,Small Cap
4394,MUKAT PIPES LIMITED,INE862C01029,MUKATPIP,1.62,,,,, 1.62 ,Small Cap
4395,OMNI AXS SOFTWARE LTD.,INE369B01019,OMNIAX,1.62,,,,, 1.62 ,Small Cap
4396,PANAFIC INDUSTRIALS LTD,INE655P01029,PANAFIC,1.62,,,,, 1.62 ,Small Cap
4397,BAZEL INTERNATIONAL LIMITED,INE217E01014,BAZELINTER,1.62,,,,, 1.62 ,Small Cap
4398,RITZ MERCANTILE LIMITED,INE092S01011,,,,,RITZ, 1.60 , 1.60 ,Small Cap
4399,MID INDIA INDUSTRIES LIMITED,INE401C01018,MIDINDIA,1.60,,,,, 1.60 ,Small Cap
4400,RAASI REFRACTORIES LIMITED.,INE858D01017,RASSIREF,1.60,,,,, 1.60 ,Small Cap
4401,STI PRODUCTS INDIA LTD.,INE205G01014,STIPROD,1.60,,,,, 1.60 ,Small Cap
4402,MIVEN MACHINE TOOLS LTD.,INE338P01014,MIVENMACH,1.60,,,,, 1.60 ,Small Cap
4403,RATHI GRAPHICS TECHNOLOGIES LTD.,INE886C01010,RATHIGRA,1.60,,,,, 1.60 ,Small Cap
4404,LYONS CORPORATE MARKET LTD.,INE100F01019,LYONSCO,1.60,,,,, 1.60 ,Small Cap
4405,MAYUR LEATHER PRODUCTS LTD.,INE799E01011,MAYUR,1.60,,,,, 1.60 ,Small Cap
4406,SHARP COMMERCIAL ENTERPRISES LIMITED,INE023F01013,,,,,SCEL, 1.59 , 1.59 ,Small Cap
4407,GUJARAT PERSTORP ELECTRONICS LTD.,INE878D01015,GUJPE,1.59,,,,, 1.59 ,Small Cap
4408,EMGEE CABLES & COMMUNICATIONS LTD.,INE128F01010,EMGEECA,1.59,,,,, 1.59 ,Small Cap
4409,MINAXI TEXTILES LTD.,INE952C01028,MINAXI,1.59,,,,, 1.59 ,Small Cap
4410,BOSTON LEASING AND FINANCE LTD.,INE962P01011,BLFL,1.59,,,,, 1.59 ,Small Cap
4411,MADHUR CAPITAL & FINANCE LTD.,INE107C01011,MADHURC,1.58,,,,, 1.58 ,Small Cap
4412,WOODSVILLA LIMITED,INE374J01020,WOODSVILA,1.58,,,,, 1.58 ,Small Cap
4413,HINDUSTAN BIO SCIENCES LTD.,INE597C01013,HINDBIO,1.58,,,,, 1.58 ,Small Cap
4414,SERVOTEACH INDUSTRIES LTD,INE185D01015,SERVOTEACH,1.57,,,,, 1.57 ,Small Cap
4415,BIO GREEN PAPERS LIMITED,INE958L01018,BGPL,1.57,,,,, 1.57 ,Small Cap
4416,SHREE WORSTEX LIMITED,INE926R01012,SHWL,0.00,,,SHWL,3.14, 1.57 ,Small Cap
4417,BLUE BLENDS (INDIA) LTD,INE113O01014,BLUBLND-B,1.68,BLUEBLENDS, 1.45 ,,, 1.57 ,Small Cap
4418,"MULLER & PHIPPS (INDIA) LTD.,",INE003F01015,MULLER,1.56,,,,, 1.56 ,Small Cap
4419,"CUPID TRADES & FINANCE LTD.,",INE108G01010,CUPIDTR,1.56,,,,, 1.56 ,Small Cap
4420,HARMONY CAPITAL SERVICES LTD.,INE264N01017,HRMNYCP,1.56,,,,, 1.56 ,Small Cap
4421,SARTHAK GLOBAL LTD.,INE075H01019,SARTHAKGL,1.56,,,,, 1.56 ,Small Cap
4422,DHARANI FINANCE LTD.,INE899D01011,DHARFIN,1.55,,,,, 1.55 ,Small Cap
4423,JAGSON AIRLINES LTD.,INE685B01018,JAGSONAI,1.55,,,,, 1.55 ,Small Cap
4424,ADVANCE POWERINFRA TECH LIMITED,INE009D01017,ADVPOWER,1.55,,,,, 1.55 ,Small Cap
4425,THOMAS SCOTT (INDIA) LIMITED,INE480M01011,THOMASCOTT,1.65,THOMASCOTT, 1.44 ,,, 1.54 ,Small Cap
4426,"BHORUKA ALUMINIUM LTD.,",INE866G01013,BHRKALM,1.54,,,,, 1.54 ,Small Cap
4427,SGN TELECOMS LTD.,INE266C01023,SGNTE,1.54,,,,, 1.54 ,Small Cap
4428,KUSH INDUSTRIES LIMITED,INE979D01011,KUSHIND,1.53,,,,, 1.53 ,Small Cap
4429,GARLON POLYFAB INDUSTRIES LTD.,INE875E01019,GARLNIN,1.53,,,,, 1.53 ,Small Cap
